Height_m,Weight_kg,Job,bmi,bmi_category,Job_encode
1.71,89.58,physicist,30.635067200164155,Overweight,21
1.88,54.07,salesperson,15.298211860570396,Underweight,26
1.51,69.48,journalist,30.47234770404807,Overweight,14
1.92,84.52,dentist,22.92751736111111,Normal weight,7
1.78,99.92,pilot,31.536422168918065,Overweight,22
1.85,67.08,police officer,19.59970781592403,Normal weight,24
1.68,74.56,firefighter,26.417233560090708,Overweight,12
1.63,91.4,nurse,34.40099363920359,Overweight,19
1.86,64.36,journalist,18.60330674066366,Normal weight,14
1.8,97.69,journalist,30.15123456790123,Overweight,14
1.56,86.89,pharmacist,35.7043063773833,Overweight,20
1.94,54.73,data analyst,14.541927941332766,Underweight,6
1.66,89.96,artist,32.64624764116708,Overweight,2
1.74,91.84,journalist,30.334258158277184,Overweight,14
1.57,80.68,architect,32.731550975698816,Overweight,1
1.78,86.98,economist,27.452341876025756,Overweight,9
1.79,56.98,biologist,17.783464935551326,Underweight,3
1.77,74.28,firefighter,23.70966197452839,Normal weight,12
1.59,92.84,graphic designer,36.72323088485424,Overweight,13
1.98,94.85,artist,24.193959800020405,Normal weight,2
1.88,90.51,graphic designer,25.608306926210957,Overweight,13
1.64,93.8,dentist,34.87507436049971,Overweight,7
1.92,75.78,musician,20.556640625,Normal weight,18
1.78,83.92,chef,26.48655472793839,Overweight,4
1.98,52.65,firefighter,13.429752066115702,Underweight,12
1.62,73.88,journalist,28.15119646395366,Overweight,14
1.91,89.77,pharmacist,24.607329842931936,Normal weight,20
1.69,62.17,pilot,21.76744511746788,Normal weight,22
1.83,84.96,artist,25.369524321418968,Overweight,2
1.57,53.12,scientist,21.55057000283987,Normal weight,27
1.63,76.79,salesperson,28.902103955737893,Overweight,26
1.66,73.44,chemist,26.651183045434752,Overweight,5
1.56,53.05,accountant,21.798980933596315,Normal weight,0
1.69,94.4,data analyst,33.05206400336123,Overweight,6
1.81,85.9,nurse,26.22020084856995,Overweight,19
1.74,82.52,musician,27.25591227374818,Overweight,18
1.82,64.33,journalist,19.42096365173288,Normal weight,14
1.87,98.64,plumber,28.207841230804423,Overweight,23
1.96,79.49,architect,20.691899208663056,Normal weight,1
1.69,51.52,software developer,18.03858408319037,Underweight,28
1.83,90.98,biologist,27.167129505210664,Overweight,3
1.51,71.91,dentist,31.538090434630057,Overweight,7
1.88,59.96,marketing manager,16.96468990493436,Underweight,16
1.85,66.76,architect,19.506208911614316,Normal weight,1
1.77,61.05,graphic designer,19.4867375275304,Normal weight,13
1.78,71.72,pharmacist,22.63603080419139,Normal weight,20
1.6,89.67,pilot,35.02734374999999,Overweight,22
1.67,50.83,firefighter,18.225823801498798,Underweight,12
1.73,73.17,lawyer,24.447859935179924,Normal weight,15
1.75,59.95,teacher,19.575510204081635,Normal weight,29
1.53,52.75,chef,22.534068093468324,Normal weight,4
1.57,64.61,graphic designer,26.21201671467402,Overweight,13
1.69,93.83,pharmacist,32.852491159273136,Overweight,20
1.65,61.42,data analyst,22.56014692378329,Normal weight,6
1.62,85.77,marketing manager,32.68175582990397,Overweight,16
1.71,64.95,dentist,22.211962655175956,Normal weight,7
1.61,87.44,police officer,33.7332664634852,Overweight,24
1.63,73.34,salesperson,27.60359817832813,Overweight,26
1.7,61.96,salesperson,21.43944636678201,Normal weight,26
1.75,87.38,electrician,28.53224489795918,Overweight,10
1.71,79.52,biologist,27.194692383981398,Overweight,3
1.96,57.1,economist,14.863598500624741,Underweight,9
1.65,96.0,scientist,35.26170798898072,Overweight,27
2.0,63.99,engineer,15.9975,Underweight,11
1.59,85.3,psychologist,33.74075392587318,Overweight,25
1.62,90.01,firefighter,34.29736320682822,Overweight,12
1.83,62.82,musician,18.758398280032246,Normal weight,18
1.57,73.71,firefighter,29.903850054768952,Overweight,12
1.96,55.96,accountant,14.566847147022076,Underweight,0
1.54,93.32,graphic designer,39.3489627255861,Overweight,13
1.85,60.15,dentist,17.57487216946676,Underweight,7
1.96,69.17,nurse,18.00551853394419,Underweight,19
1.84,84.74,software developer,25.029536862003777,Overweight,28
1.66,73.74,mechanic,26.76005225722166,Overweight,17
1.77,83.5,architect,26.65262217115133,Overweight,1
1.5,76.97,engineer,34.208888888888886,Overweight,11
1.7,77.68,electrician,26.87889273356402,Overweight,10
1.58,97.56,dentist,39.08027559685947,Overweight,7
1.51,89.96,physicist,39.45440989430288,Overweight,21
1.71,56.25,physicist,19.236688211757468,Normal weight,21
1.61,86.83,dentist,33.497936036418345,Overweight,7
1.92,70.72,biologist,19.18402777777778,Normal weight,3
1.99,66.28,chef,16.73695108709376,Underweight,4
1.68,85.24,physicist,30.201247165532884,Overweight,21
1.91,95.64,dentist,26.216386612209096,Overweight,7
1.58,70.07,architect,28.06841852267264,Overweight,1
1.76,95.52,journalist,30.83677685950413,Overweight,14
1.78,98.02,pilot,30.936750410301727,Overweight,22
1.51,75.25,engineer,33.00293846761107,Overweight,11
1.61,54.46,chemist,21.009991898460704,Normal weight,5
1.77,98.58,psychologist,31.466053815953266,Overweight,25
1.57,76.43,accountant,31.007343097083048,Overweight,0
1.66,68.92,salesperson,25.01088692117869,Overweight,26
1.97,76.95,pharmacist,19.827874977453686,Normal weight,20
1.5,71.19,pilot,31.64,Overweight,22
1.54,99.89,musician,42.11924439197167,Overweight,18
1.81,75.32,pharmacist,22.990751198070875,Normal weight,20
1.9,97.73,electrician,27.072022160664822,Overweight,10
1.58,57.91,biologist,23.19740426213747,Normal weight,3
1.56,51.57,electrician,21.19082840236686,Normal weight,10
1.68,78.59,doctor,27.845096371882093,Overweight,8
1.56,66.65,biologist,27.38740959894806,Overweight,3
1.57,65.56,chemist,26.597427887541077,Overweight,5
1.98,69.39,electrician,17.699724517906336,Underweight,10
1.9,97.17,dentist,26.91689750692521,Overweight,7
1.54,75.46,marketing manager,31.818181818181817,Overweight,16
1.72,53.61,biologist,18.121281773931855,Underweight,3
1.81,70.2,architect,21.427917340740514,Normal weight,1
1.83,80.09,architect,23.9153154767237,Normal weight,1
1.68,50.26,dentist,17.807539682539684,Underweight,7
1.97,55.51,musician,14.303383235847354,Underweight,18
1.73,86.29,accountant,28.831568044371682,Overweight,0
1.97,89.6,accountant,23.087428173877193,Normal weight,0
1.84,66.76,musician,19.718809073724007,Normal weight,18
1.56,90.77,musician,37.29865220249835,Overweight,18
1.98,92.06,salesperson,23.482297724721967,Normal weight,26
1.91,96.78,biologist,26.528878046106193,Overweight,3
1.94,87.45,chemist,23.235731746200447,Normal weight,5
1.92,72.01,electrician,19.533962673611114,Normal weight,10
1.86,77.89,chef,22.514163487108334,Normal weight,4
1.73,73.18,dentist,24.45120117611681,Normal weight,7
1.7,67.0,musician,23.18339100346021,Normal weight,18
1.58,61.95,engineer,24.815734657907385,Normal weight,11
1.54,50.15,engineer,21.146061730477314,Normal weight,11
1.96,58.27,data analyst,15.168159100374845,Underweight,6
1.79,53.77,pilot,16.781623544833185,Underweight,22
1.93,67.88,firefighter,18.223308008268678,Underweight,12
1.87,98.24,marketing manager,28.093454202293454,Overweight,16
1.82,79.2,police officer,23.910155778287645,Normal weight,24
1.84,52.62,police officer,15.542296786389413,Underweight,24
1.53,72.59,doctor,31.009440813362385,Overweight,8
1.96,84.92,electrician,22.10537276134944,Normal weight,10
1.66,61.23,accountant,22.22020612570765,Normal weight,0
1.98,62.53,police officer,15.949903071115193,Underweight,24
1.65,64.37,mechanic,23.643709825528013,Normal weight,17
1.51,83.37,pilot,36.564185781325385,Overweight,22
1.65,57.63,mechanic,21.16804407713499,Normal weight,17
1.77,59.39,musician,18.956877014906315,Normal weight,18
1.68,80.39,chef,28.482851473922906,Overweight,4
1.76,99.21,software developer,32.02802169421488,Overweight,28
1.74,64.51,marketing manager,21.307306117056417,Normal weight,16
1.89,69.7,teacher,19.512331681643854,Normal weight,29
1.83,60.53,pilot,18.074591656961985,Underweight,22
1.98,64.5,pharmacist,16.45240281603918,Underweight,20
1.71,67.15,doctor,22.964330905235805,Normal weight,8
1.98,60.38,journalist,15.401489643913887,Underweight,14
1.87,66.42,chemist,18.993966084246043,Normal weight,5
1.55,59.14,graphic designer,24.61602497398543,Normal weight,13
1.83,76.27,salesperson,22.774642419899067,Normal weight,26
1.54,66.42,plumber,28.006409175240346,Overweight,23
1.51,61.43,architect,26.941800798210604,Overweight,1
1.52,94.9,teacher,41.07513850415513,Overweight,29
1.59,62.93,musician,24.89221154226494,Normal weight,18
1.8,80.01,chemist,24.694444444444443,Normal weight,5
1.5,54.91,economist,24.404444444444444,Normal weight,9
1.55,51.61,accountant,21.481789802289278,Normal weight,0
1.95,50.22,lawyer,13.207100591715976,Underweight,15
1.92,92.94,lawyer,25.211588541666668,Overweight,15
1.5,70.8,dentist,31.466666666666665,Overweight,7
1.6,95.43,nurse,37.27734374999999,Overweight,19
1.53,58.14,physicist,24.836601307189543,Normal weight,21
1.91,83.17,economist,22.798168909843483,Normal weight,9
1.93,68.33,teacher,18.34411662058042,Underweight,29
1.57,62.71,marketing manager,25.441194368939914,Overweight,16
1.76,80.31,doctor,25.92652376033058,Overweight,8
1.82,96.19,teacher,29.03936722618041,Overweight,29
1.66,60.79,graphic designer,22.060531281753523,Normal weight,13
1.77,60.41,software developer,19.28245395639822,Normal weight,28
1.88,69.73,pilot,19.72894975101856,Normal weight,22
1.57,89.04,police officer,36.123169296928886,Overweight,24
1.79,75.8,journalist,23.6571892263038,Normal weight,14
1.66,90.06,lawyer,32.68253737842938,Overweight,15
1.61,94.41,lawyer,36.42220593341306,Overweight,15
1.76,78.5,plumber,25.342200413223143,Overweight,23
1.88,82.63,chef,23.378791308284292,Normal weight,4
1.53,91.74,chemist,39.190055107010124,Overweight,5
1.6,71.74,doctor,28.023437499999993,Overweight,8
1.75,65.37,lawyer,21.34530612244898,Normal weight,15
1.72,86.93,biologist,29.384126554894543,Overweight,3
1.66,66.69,dentist,24.201625780229353,Normal weight,7
1.88,65.13,pharmacist,18.42745586238117,Underweight,20
1.93,68.1,plumber,18.282369996509974,Underweight,23
1.74,77.02,software developer,25.439291848328708,Overweight,28
1.59,81.29,lawyer,32.15458249278114,Overweight,15
1.93,55.11,lawyer,14.795028054444415,Underweight,15
1.82,66.81,economist,20.169665499335828,Normal weight,9
1.58,55.47,physicist,22.219996795385352,Normal weight,21
1.6,76.33,architect,29.816406249999993,Overweight,1
1.55,52.94,salesperson,22.035379812695105,Normal weight,26
1.56,67.61,psychologist,27.781886916502298,Overweight,25
1.69,60.77,marketing manager,21.277266202163794,Normal weight,16
1.92,75.38,salesperson,20.448133680555554,Normal weight,26
1.62,61.22,dentist,23.327236701722292,Normal weight,7
1.8,79.12,journalist,24.419753086419753,Normal weight,14
1.95,97.45,biologist,25.62787639710717,Overweight,3
1.86,85.14,pharmacist,24.609781477627468,Normal weight,20
1.54,95.33,teacher,40.19649181986844,Overweight,29
1.58,94.5,lawyer,37.854510495112955,Overweight,15
1.97,98.29,lawyer,25.326599500115954,Overweight,15
1.51,78.43,chef,34.39761413973071,Overweight,4
1.99,53.16,salesperson,13.423903436781899,Underweight,26
1.86,69.26,economist,20.019655451497282,Normal weight,9
1.6,59.07,salesperson,23.074218749999996,Normal weight,26
1.97,68.72,physicist,17.707232858357596,Underweight,21
1.86,83.45,software developer,24.121285697768524,Normal weight,28
1.72,67.56,accountant,22.836668469442944,Normal weight,0
1.66,97.24,software developer,35.28814051386268,Overweight,28
1.83,50.42,dentist,15.05568992803607,Underweight,7
1.75,87.96,physicist,28.72163265306122,Overweight,21
1.98,85.96,nurse,21.926334047546167,Normal weight,19
1.65,70.53,nurse,25.906336088154273,Overweight,19
1.75,94.33,physicist,30.801632653061223,Overweight,21
1.65,87.91,biologist,32.29017447199266,Overweight,3
1.93,62.02,nurse,16.65011141238691,Underweight,19
1.9,68.01,software developer,18.839335180055404,Normal weight,28
1.82,59.08,nurse,17.83601014370245,Underweight,19
1.76,85.27,architect,27.527763429752067,Overweight,1
1.73,86.67,plumber,28.95853519997327,Overweight,23
1.83,96.79,musician,28.902027531428228,Overweight,18
1.98,82.19,economist,20.964697479848994,Normal weight,9
1.8,86.59,economist,26.725308641975307,Overweight,9
1.55,84.13,lawyer,35.01768990634755,Overweight,15
1.67,88.72,doctor,31.811825450894617,Overweight,8
1.7,78.19,electrician,27.05536332179931,Overweight,10
1.65,53.21,dentist,19.544536271809,Normal weight,7
1.75,51.57,electrician,16.83918367346939,Underweight,10
1.97,58.89,nurse,15.174315236156561,Underweight,19
1.79,94.1,pilot,29.368621453762366,Overweight,22
1.69,50.27,chef,17.600924337383148,Underweight,4
1.62,52.87,journalist,20.145557079713452,Normal weight,14
1.67,75.16,musician,26.949693427516223,Overweight,18
1.99,74.53,chemist,18.82023181232797,Normal weight,5
1.57,85.92,scientist,34.85739786603919,Overweight,27
1.76,77.83,pharmacist,25.125903925619834,Overweight,20
1.9,70.64,pharmacist,19.56786703601108,Normal weight,20
1.92,79.46,accountant,21.55490451388889,Normal weight,0
1.94,66.76,chemist,17.738335636093105,Underweight,5
1.87,78.37,chef,22.41127856101118,Normal weight,4
1.54,84.34,pilot,35.562489458593355,Overweight,22
1.75,98.57,chemist,32.18612244897959,Overweight,5
1.85,60.31,police officer,17.62162162162162,Underweight,24
1.53,91.77,artist,39.202870690759966,Overweight,2
1.95,61.89,architect,16.27613412228797,Underweight,1
1.9,68.26,musician,18.908587257617732,Normal weight,18
1.84,75.89,biologist,22.415524574669185,Normal weight,3
1.83,78.25,police officer,23.365881334169426,Normal weight,24
1.71,89.33,firefighter,30.549570808111902,Overweight,12
1.68,97.1,chemist,34.403344671201815,Overweight,5
1.51,86.09,police officer,37.7571159159686,Overweight,24
1.64,86.25,software developer,32.06796549672814,Overweight,28
1.76,65.07,teacher,21.00658574380165,Normal weight,29
1.61,64.52,accountant,24.891015007137067,Normal weight,0
1.58,89.76,electrician,35.95577631789777,Overweight,10
1.78,65.86,physicist,20.786516853932582,Normal weight,21
1.62,70.06,teacher,26.69562566681908,Overweight,29
1.58,54.32,doctor,21.759333440153817,Normal weight,8
1.91,78.02,graphic designer,21.3864751514487,Normal weight,13
1.97,76.24,salesperson,19.64492772295086,Normal weight,26
1.87,88.75,data analyst,25.379621950870767,Overweight,6
1.94,50.81,marketing manager,13.50037198427038,Underweight,16
1.51,95.81,software developer,42.020086838296564,Overweight,28
1.78,90.72,scientist,28.632748390354752,Overweight,27
1.76,86.51,marketing manager,27.92807334710744,Overweight,16
1.64,76.27,dentist,28.357376561570497,Overweight,7
1.95,76.52,mechanic,20.123602892833663,Normal weight,17
1.68,73.52,journalist,26.048752834467123,Overweight,14
1.74,61.86,marketing manager,20.43202536662703,Normal weight,16
1.5,63.48,psychologist,28.21333333333333,Overweight,25
1.68,97.23,doctor,34.449404761904766,Overweight,8
1.65,57.18,biologist,21.00275482093664,Normal weight,3
1.73,54.16,physicist,18.09616091416352,Underweight,21
1.85,78.96,lawyer,23.0708546384222,Normal weight,15
1.88,57.55,dentist,16.282820280669988,Underweight,7
1.56,87.06,salesperson,35.7741617357002,Overweight,26
1.53,53.57,plumber,22.884360715963947,Normal weight,23
2.0,73.59,pilot,18.3975,Underweight,22
1.89,96.33,architect,26.967330141933317,Overweight,1
1.83,94.29,mechanic,28.155513750783836,Overweight,17
1.77,82.16,teacher,26.22490344409333,Overweight,29
1.68,91.59,chef,32.451105442176875,Overweight,4
1.56,60.76,data analyst,24.96712689020381,Normal weight,6
1.72,52.56,nurse,17.76636019469984,Underweight,19
1.85,78.58,mechanic,22.959824689554416,Normal weight,17
1.52,71.09,data analyst,30.76956371191136,Overweight,6
1.91,55.39,pilot,15.18324607329843,Underweight,22
1.89,68.91,physicist,19.29117325942723,Normal weight,21
1.68,95.45,pharmacist,33.818735827664405,Overweight,20
1.74,60.17,marketing manager,19.873827454089046,Normal weight,16
1.99,93.25,nurse,23.547385167041234,Normal weight,19
1.85,79.81,nurse,23.319211102994885,Normal weight,19
1.98,64.34,pilot,16.411590654014898,Underweight,22
1.79,60.71,electrician,18.94759838956337,Normal weight,10
1.53,57.75,nurse,24.669998718441626,Normal weight,19
1.84,83.58,software developer,24.686909262759922,Normal weight,28
1.6,98.63,lawyer,38.52734374999999,Overweight,15
1.63,77.26,pilot,29.079001844254588,Overweight,22
1.8,76.39,biologist,23.577160493827158,Normal weight,3
1.53,53.95,accountant,23.046691443461917,Normal weight,0
1.69,53.82,doctor,18.84387801547565,Normal weight,8
1.7,53.42,musician,18.484429065743946,Underweight,18
1.71,71.97,journalist,24.612701344003284,Normal weight,14
1.94,64.28,chemist,17.07939207142098,Underweight,5
1.57,51.72,economist,20.982595642825267,Normal weight,9
1.95,96.7,plumber,25.43063773833005,Overweight,23
1.8,52.43,engineer,16.182098765432098,Underweight,11
1.84,88.99,musician,26.28485349716446,Overweight,18
1.52,80.66,lawyer,34.91170360110803,Overweight,15
1.91,68.02,data analyst,18.645322222526794,Normal weight,6
1.93,68.35,teacher,18.349485892238718,Underweight,29
1.66,82.2,engineer,29.83016402961243,Overweight,11
1.98,94.1,lawyer,24.002652790531577,Normal weight,15
1.68,99.65,musician,35.306831065759646,Overweight,18
1.8,70.38,electrician,21.722222222222218,Normal weight,10
1.87,58.87,doctor,16.834910921101542,Underweight,8
1.63,82.82,nurse,31.171666227558433,Overweight,19
1.86,61.47,architect,17.767950052029132,Underweight,1
1.91,62.6,marketing manager,17.159617335051124,Underweight,16
1.94,50.83,doctor,13.5056860452758,Underweight,8
1.87,66.0,plumber,18.873859704309528,Normal weight,23
1.7,67.38,musician,23.314878892733564,Normal weight,18
1.75,63.43,nurse,20.71183673469388,Normal weight,19
1.88,93.78,artist,26.533499320959713,Overweight,2
1.76,90.13,software developer,29.096720041322314,Overweight,28
1.96,94.15,lawyer,24.508017492711375,Normal weight,15
1.8,63.24,nurse,19.51851851851852,Normal weight,19
1.77,62.55,physicist,19.965527147371443,Normal weight,21
1.97,94.42,salesperson,24.329408126980855,Normal weight,26
1.9,61.11,graphic designer,16.92797783933518,Underweight,13
1.54,59.49,firefighter,25.084331253162425,Overweight,12
1.73,79.87,doctor,26.686491362892177,Overweight,8
1.67,78.93,chemist,28.301480870594144,Overweight,5
1.69,88.01,nurse,30.814747382794724,Overweight,19
1.5,84.99,teacher,37.77333333333333,Overweight,29
1.63,65.09,dentist,24.49847566713087,Normal weight,7
1.63,53.45,scientist,20.11743008769619,Normal weight,27
1.71,94.2,teacher,32.21504052528984,Overweight,29
1.78,62.86,musician,19.839666708748894,Normal weight,18
1.96,51.2,physicist,13.32778009162849,Underweight,21
1.76,88.28,psychologist,28.49948347107438,Overweight,25
1.8,66.8,graphic designer,20.61728395061728,Normal weight,13
1.62,88.11,journalist,33.57338820301783,Overweight,14
1.62,90.27,biologist,34.39643347050754,Overweight,3
1.76,63.46,pilot,20.486828512396695,Normal weight,22
1.92,86.64,chemist,23.502604166666668,Normal weight,5
1.85,89.89,biologist,26.26442658875091,Overweight,3
1.56,78.09,salesperson,32.08826429980276,Overweight,26
1.65,91.95,police officer,33.774104683195596,Overweight,24
1.69,50.95,marketing manager,17.839011239102277,Underweight,16
1.53,99.69,graphic designer,42.586184800717675,Overweight,13
1.52,90.67,engineer,39.244286703601105,Overweight,11
1.59,62.42,police officer,24.690479015861712,Normal weight,24
1.64,75.51,architect,28.07480666270078,Overweight,1
1.7,89.96,chef,31.1280276816609,Overweight,4
1.9,90.93,psychologist,25.188365650969534,Overweight,25
1.62,59.51,chemist,22.675659198292937,Normal weight,5
1.73,91.45,nurse,30.5556483678038,Overweight,19
1.79,56.34,data analyst,17.583720857651137,Underweight,6
1.51,93.95,architect,41.20433314328319,Overweight,1
1.56,74.11,musician,30.45282708744247,Overweight,18
1.63,65.49,plumber,24.649027061613157,Normal weight,23
1.63,86.32,lawyer,32.48899092927848,Overweight,15
1.72,52.98,nurse,17.908328826392644,Underweight,19
1.87,67.4,pilot,19.274214304097914,Normal weight,22
1.87,96.62,teacher,27.63018673682404,Overweight,29
1.74,99.52,dentist,32.87092086140837,Overweight,7
1.87,87.49,scientist,25.01930281106122,Overweight,27
1.65,59.58,doctor,21.88429752066116,Normal weight,8
1.72,95.29,biologist,32.2099783666847,Overweight,3
1.74,59.66,scientist,19.70537719645924,Normal weight,27
1.75,54.87,chef,17.91673469387755,Underweight,4
1.52,78.42,marketing manager,33.94217451523546,Overweight,16
1.81,90.06,marketing manager,27.490003357650867,Overweight,16
1.59,96.74,psychologist,38.26589138087891,Overweight,25
1.9,80.6,firefighter,22.326869806094184,Normal weight,12
1.73,77.42,doctor,25.867887333355608,Overweight,8
1.78,68.58,mechanic,21.644994318899126,Normal weight,17
1.75,89.86,accountant,29.34204081632653,Overweight,0
1.76,50.78,physicist,16.393336776859506,Underweight,21
1.99,56.61,police officer,14.295093558243478,Underweight,24
1.87,71.98,police officer,20.583945780548483,Normal weight,24
1.52,68.21,plumber,29.523026315789473,Overweight,23
1.85,62.92,marketing manager,18.384222059897734,Underweight,16
1.83,66.02,physicist,19.713935919257064,Normal weight,21
1.96,55.97,nurse,14.56945022907122,Underweight,19
1.58,83.04,graphic designer,33.26390001602307,Overweight,13
1.87,59.26,lawyer,16.946438273899737,Underweight,15
2.0,80.04,lawyer,20.01,Normal weight,15
1.61,76.49,accountant,29.508892403842438,Overweight,0
1.8,53.12,accountant,16.39506172839506,Underweight,0
1.81,69.45,accountant,21.198986599920637,Normal weight,0
1.63,55.15,engineer,20.757273514245927,Normal weight,11
1.65,58.47,architect,21.47658402203857,Normal weight,1
1.81,69.09,graphic designer,21.089099844327098,Normal weight,13
1.97,82.25,scientist,21.19353758148883,Normal weight,27
1.58,70.49,architect,28.236660791539812,Overweight,1
1.53,95.73,pharmacist,40.89452774573882,Overweight,20
1.52,80.76,marketing manager,34.95498614958449,Overweight,16
1.52,60.63,physicist,26.242209141274238,Overweight,21
1.71,62.88,chef,21.50405252898328,Normal weight,4
1.95,53.7,teacher,14.122287968441816,Underweight,29
1.69,95.7,electrician,33.50723013900074,Overweight,10
1.8,65.62,musician,20.253086419753085,Normal weight,18
1.7,92.88,data analyst,32.13840830449827,Overweight,6
1.91,81.34,physicist,22.296537923850774,Normal weight,21
1.5,84.31,police officer,37.471111111111114,Overweight,24
1.88,51.22,physicist,14.491851516523313,Underweight,21
1.57,89.03,salesperson,36.11911233721449,Overweight,26
1.54,94.07,dentist,39.665204924945186,Overweight,7
1.92,88.38,scientist,23.974609375,Normal weight,27
1.6,65.44,scientist,25.562499999999993,Overweight,27
1.52,63.55,scientist,27.506059556786703,Overweight,27
1.75,95.24,musician,31.09877551020408,Overweight,18
1.86,65.98,electrician,19.071568967510693,Normal weight,10
1.81,95.83,plumber,29.25124385702512,Overweight,23
1.57,90.42,pilot,36.68302973751471,Overweight,22
1.74,69.61,accountant,22.99180869335447,Normal weight,0
1.55,79.0,dentist,32.882414151925076,Overweight,7
1.98,58.76,plumber,14.988266503418018,Underweight,23
1.69,82.51,plumber,28.88904450124296,Overweight,23
1.69,53.57,doctor,18.756346066314208,Normal weight,8
1.97,59.74,dentist,15.393336597181067,Underweight,7
1.57,91.8,psychologist,37.24289017810053,Overweight,25
1.9,53.68,musician,14.869806094182826,Underweight,18
1.54,81.3,dentist,34.28065441052454,Overweight,7
1.83,91.52,teacher,27.32837648182985,Overweight,29
1.57,60.8,chemist,24.666315063491417,Normal weight,5
1.8,95.46,firefighter,29.46296296296296,Overweight,12
1.61,53.12,scientist,20.49303653408433,Normal weight,27
1.93,58.11,doctor,15.600418803189347,Underweight,8
1.56,97.02,salesperson,39.86686390532544,Overweight,26
1.57,93.96,dentist,38.119193476408775,Overweight,7
1.93,74.36,chemist,19.962952025557733,Normal weight,5
1.8,64.72,journalist,19.975308641975307,Normal weight,14
1.65,92.42,data analyst,33.94674012855832,Overweight,6
1.76,81.82,teacher,26.413997933884296,Overweight,29
1.51,69.07,software developer,30.292531029340815,Overweight,28
1.95,88.76,chef,23.34253780407627,Normal weight,4
1.53,79.96,architect,34.157802554573024,Overweight,1
1.77,87.58,musician,27.954929937118962,Overweight,18
1.6,81.34,nurse,31.773437499999996,Overweight,19
1.98,68.18,artist,17.391082542597697,Underweight,2
1.77,66.98,scientist,21.37955249130199,Normal weight,27
1.64,50.54,doctor,18.790898274836408,Normal weight,8
1.66,65.25,software developer,23.6790535636522,Normal weight,28
1.55,51.53,scientist,21.448491155046824,Normal weight,27
1.71,75.2,engineer,25.717314729318428,Overweight,11
1.7,97.11,physicist,33.602076124567475,Overweight,21
2.0,98.47,scientist,24.6175,Normal weight,27
1.97,99.66,engineer,25.679610399649565,Overweight,11
1.67,87.72,chemist,31.453261142385887,Overweight,5
1.6,82.37,software developer,32.17578124999999,Overweight,28
1.57,51.11,architect,20.735121100247472,Normal weight,1
1.96,73.48,doctor,19.1274468971262,Normal weight,8
1.53,79.66,artist,34.02964671707463,Overweight,2
1.9,68.27,scientist,18.911357340720222,Normal weight,27
1.85,96.53,marketing manager,28.2045288531775,Overweight,16
1.76,52.91,salesperson,17.08096590909091,Underweight,26
1.99,67.25,firefighter,16.981894396606144,Underweight,12
1.74,64.15,economist,21.18840005284714,Normal weight,9
1.68,99.47,economist,35.24305555555556,Overweight,9
1.62,96.75,police officer,36.86556927297667,Overweight,24
1.56,79.34,plumber,32.60190664036818,Overweight,23
1.91,69.23,lawyer,18.977001726926346,Normal weight,15
1.91,50.84,mechanic,13.936021490638964,Underweight,17
1.89,68.91,dentist,19.29117325942723,Normal weight,7
1.96,57.05,mechanic,14.85058309037901,Underweight,17
1.56,64.93,graphic designer,26.680637738330045,Overweight,13
1.5,80.64,architect,35.84,Overweight,1
1.52,79.73,lawyer,34.50917590027701,Overweight,15
1.59,95.65,graphic designer,37.83473754993869,Overweight,13
1.85,83.88,scientist,24.50840029218407,Normal weight,27
1.81,56.23,pharmacist,17.1637007417356,Underweight,20
1.97,78.92,accountant,20.335489190651654,Normal weight,0
1.75,60.02,accountant,19.598367346938776,Normal weight,0
1.59,65.94,physicist,26.082829002017323,Overweight,21
1.72,70.31,physicist,23.76622498647918,Normal weight,21
1.9,59.98,doctor,16.614958448753463,Underweight,8
1.64,83.83,chef,31.16820345032719,Overweight,4
1.61,74.43,physicist,28.71416997801011,Overweight,21
1.59,90.21,nurse,35.68292393497092,Overweight,19
1.68,56.23,plumber,19.92276077097506,Normal weight,23
1.79,50.91,doctor,15.889017196716706,Underweight,8
1.61,96.76,police officer,37.328806758998496,Overweight,24
2.0,93.74,psychologist,23.435,Normal weight,25
1.69,82.47,nurse,28.875039389377125,Overweight,19
1.83,81.48,lawyer,24.33037713876198,Normal weight,15
1.7,52.08,artist,18.02076124567474,Underweight,2
1.88,61.98,engineer,17.536215482118607,Underweight,11
1.88,79.06,data analyst,22.368718877320056,Normal weight,6
1.61,62.24,scientist,24.01141931252652,Normal weight,27
1.72,91.41,chef,30.89845862628448,Overweight,4
1.99,68.83,plumber,17.38087422034797,Underweight,23
1.56,88.4,data analyst,36.324786324786324,Overweight,6
1.78,89.99,chemist,28.402348188360055,Overweight,5
1.81,94.19,chef,28.75064863709899,Overweight,4
1.97,99.21,biologist,25.563657914401297,Overweight,3
1.65,96.76,accountant,35.54086317722682,Overweight,0
1.67,81.65,teacher,29.276775789737894,Overweight,29
1.89,69.03,journalist,19.324766943814563,Normal weight,14
1.72,92.76,lawyer,31.35478637101136,Overweight,15
1.97,89.39,dentist,23.03331701409467,Normal weight,7
1.78,92.64,biologist,29.23873248327231,Overweight,3
1.54,74.85,biologist,31.56097149603643,Overweight,3
1.83,68.82,artist,20.55003135357878,Normal weight,2
1.64,52.83,accountant,19.6423259964307,Normal weight,0
1.54,99.82,pharmacist,42.08972845336481,Overweight,20
1.55,50.93,journalist,21.198751300728404,Normal weight,14
