Height_m,Weight_kg,Job
1.61,54.92,musician
1.65,57.18,salesperson
1.7,97.13,teacher
1.63,53.15,physicist
1.57,65.68,dentist
1.68,96.43,architect
1.51,89.51,plumber
1.89,58.2,firefighter
1.95,95.46,teacher
1.64,54.51,graphic designer
1.66,92.22,marketing manager
1.58,81.28,economist
1.97,66.66,salesperson
1.77,70.21,scientist
1.97,82.76,teacher
1.67,99.56,chemist
1.55,74.91,mechanic
1.71,78.55,lawyer
1.64,73.96,dentist
1.84,61.59,psychologist
1.79,83.98,architect
1.56,80.51,physicist
1.84,88.13,data analyst
1.91,72.47,musician
1.96,75.33,plumber
1.53,96.1,teacher
1.79,88.34,marketing manager
1.92,50.74,teacher
1.88,74.71,lawyer
1.62,76.8,musician
1.74,59.42,police officer
1.89,76.38,chemist
1.77,53.64,journalist
1.51,83.74,economist
1.97,53.89,chef
1.75,85.46,firefighter
1.65,71.01,teacher
1.96,51.41,psychologist
1.89,70.14,software developer
1.61,66.95,musician
1.95,79.02,scientist
1.62,72.09,chef
1.7,59.57,firefighter
1.59,54.14,artist
1.98,56.5,graphic designer
1.61,77.78,physicist
1.67,65.13,salesperson
1.62,61.0,chemist
1.59,91.25,physicist
1.55,67.13,software developer
1.52,67.49,pharmacist
1.74,99.01,physicist
1.56,58.76,teacher
1.89,74.41,teacher
1.65,74.47,physicist
1.69,93.74,doctor
1.96,72.28,pharmacist
1.73,92.31,psychologist
1.85,70.53,dentist
1.84,75.67,pharmacist
1.81,72.6,psychologist
1.76,86.68,accountant
1.72,60.04,mechanic
1.97,63.6,physicist
1.93,93.58,musician
1.93,55.14,musician
1.74,50.74,data analyst
1.52,68.4,psychologist
1.54,73.17,firefighter
1.76,95.42,biologist
1.92,57.01,marketing manager
1.92,75.51,chef
1.69,81.05,journalist
1.89,80.57,artist
1.82,59.55,journalist
1.81,61.79,salesperson
1.94,84.29,plumber
1.62,57.86,biologist
1.54,96.56,electrician
1.54,84.46,police officer
1.64,64.92,artist
1.58,98.48,salesperson
1.97,94.47,architect
1.62,87.72,pilot
1.99,55.09,electrician
1.59,91.81,architect
1.61,97.35,salesperson
1.79,66.98,mechanic
1.97,89.49,accountant
1.57,72.6,chef
1.67,91.22,police officer
1.74,51.38,chemist
1.6,92.68,architect
1.97,63.21,graphic designer
1.83,86.37,psychologist
1.81,86.07,pharmacist
1.72,60.36,salesperson
1.97,81.69,mechanic
1.8,68.35,police officer
2.0,62.93,dentist
1.91,64.83,teacher
1.9,57.03,musician
1.64,52.37,electrician
1.79,94.13,electrician
1.8,75.75,musician
1.58,54.09,teacher
1.85,75.44,mechanic
1.9,69.6,physicist
1.67,99.38,scientist
1.53,70.02,accountant
1.67,91.1,doctor
1.73,53.31,teacher
1.78,61.54,chef
1.79,53.68,economist
1.62,70.19,dentist
1.65,65.89,marketing manager
1.94,60.51,software developer
1.76,76.45,dentist
1.91,79.95,pilot
1.84,60.63,plumber
1.61,67.64,musician
1.72,80.87,musician
1.96,81.43,dentist
1.75,65.83,teacher
1.6,84.73,marketing manager
1.59,79.96,biologist
1.81,68.04,nurse
1.52,95.58,architect
1.78,80.7,electrician
1.88,72.74,mechanic
1.51,83.01,plumber
1.92,55.53,nurse
1.62,87.84,scientist
1.79,82.59,marketing manager
1.79,56.56,marketing manager
1.74,72.8,teacher
1.82,56.75,salesperson
1.63,50.67,electrician
1.98,90.32,engineer
1.61,81.78,psychologist
1.65,86.81,chemist
1.89,70.41,doctor
1.61,58.06,chemist
1.89,66.4,marketing manager
1.78,79.72,nurse
1.68,87.01,firefighter
1.78,74.98,artist
1.89,78.41,artist
1.62,52.84,journalist
1.99,58.74,dentist
1.76,90.85,electrician
1.85,75.31,accountant
1.84,97.01,firefighter
1.68,83.73,teacher
1.99,97.64,musician
1.95,94.27,teacher
1.72,69.38,biologist
1.87,75.45,artist
1.91,50.48,chef
1.77,61.8,psychologist
1.6,50.6,graphic designer
1.73,88.22,scientist
1.82,75.61,chemist
1.64,77.17,software developer
1.75,83.92,firefighter
1.85,73.96,dentist
1.82,96.56,salesperson
1.74,80.94,journalist
1.74,56.41,electrician
1.59,63.09,dentist
1.93,70.06,electrician
1.79,60.26,psychologist
1.71,80.49,marketing manager
1.77,82.97,nurse
1.7,84.33,firefighter
1.62,81.58,psychologist
1.62,59.93,chef
1.93,84.63,marketing manager
1.77,56.03,electrician
1.69,59.55,artist
1.72,97.07,journalist
1.89,55.98,musician
1.52,58.28,pharmacist
1.94,69.92,salesperson
1.55,89.38,software developer
1.9,52.04,teacher
1.74,60.18,police officer
1.59,95.33,mechanic
1.71,83.79,firefighter
1.98,77.22,economist
1.52,60.25,economist
1.84,74.94,musician
1.65,99.7,lawyer
1.75,57.56,police officer
1.77,87.96,psychologist
1.92,83.16,artist
1.73,94.41,pilot
1.61,74.02,graphic designer
1.61,67.68,data analyst
1.59,88.68,nurse
1.51,75.0,firefighter
1.56,90.26,economist
1.95,60.37,pilot
1.7,57.05,firefighter
1.55,91.89,musician
1.85,79.15,mechanic
1.71,98.65,psychologist
1.97,99.88,nurse
1.67,65.07,artist
1.58,88.01,pharmacist
1.84,62.59,biologist
1.66,80.48,biologist
1.59,58.97,pilot
1.56,74.89,artist
1.73,77.19,architect
1.79,73.05,accountant
1.59,82.4,engineer
1.53,70.41,doctor
1.51,93.0,scientist
1.86,91.6,lawyer
2.0,80.8,firefighter
1.58,85.7,nurse
1.57,72.01,musician
1.58,70.55,doctor
1.59,61.2,data analyst
1.82,80.33,accountant
1.56,87.23,data analyst
1.9,87.01,plumber
1.58,76.61,architect
1.7,79.12,artist
1.96,69.63,software developer
1.96,63.39,biologist
1.54,96.58,artist
1.87,82.76,doctor
1.84,52.01,graphic designer
1.52,71.56,engineer
1.95,51.4,salesperson
1.87,77.77,plumber
1.98,62.49,architect
1.86,73.51,lawyer
1.8,98.97,chef
2.0,53.84,police officer
1.79,63.27,accountant
1.93,87.18,police officer
1.54,96.98,firefighter
1.65,91.06,doctor
1.65,89.06,scientist
1.91,52.48,plumber
1.98,99.94,dentist
1.82,53.1,biologist
1.68,89.59,economist
1.8,98.95,graphic designer
1.64,50.89,architect
1.55,90.74,chef
1.76,61.74,accountant
1.56,99.19,architect
1.78,70.87,engineer
1.56,53.25,journalist
1.57,67.74,biologist
1.59,90.94,physicist
1.78,94.32,teacher
1.52,80.21,dentist
1.73,68.89,nurse
1.76,80.95,journalist
1.82,80.24,police officer
1.53,90.29,architect
1.82,80.89,chemist
1.55,67.47,firefighter
1.74,70.92,physicist
1.75,69.86,architect
1.61,64.05,electrician
1.74,62.12,mechanic
1.98,94.05,marketing manager
1.66,86.51,software developer
1.65,95.84,artist
1.72,70.01,biologist
1.71,90.47,architect
1.61,68.72,graphic designer
1.53,67.67,dentist
1.58,50.8,musician
1.9,89.23,musician
1.5,99.06,lawyer
1.56,97.59,chef
1.51,76.78,plumber
1.77,77.54,lawyer
1.65,67.27,physicist
1.6,57.02,marketing manager
1.67,50.28,firefighter
1.66,50.29,nurse
1.89,78.92,pharmacist
1.7,68.24,pharmacist
1.62,69.51,doctor
1.57,95.11,lawyer
1.68,62.63,architect
1.77,86.43,economist
1.83,78.78,nurse
1.8,96.19,pharmacist
1.9,63.05,salesperson
1.84,60.51,scientist
1.82,70.83,nurse
1.79,55.81,salesperson
1.54,71.16,accountant
1.64,82.92,firefighter
1.8,89.17,journalist
1.87,71.43,economist
1.95,51.56,pilot
1.93,88.94,teacher
1.55,72.18,musician
1.93,53.23,nurse
1.93,87.77,chemist
1.87,79.62,chef
1.55,69.81,teacher
1.86,70.63,chemist
1.71,88.79,nurse
1.84,60.8,doctor
1.53,60.46,electrician
1.88,98.3,scientist
1.81,66.59,doctor
1.71,78.48,mechanic
1.85,90.48,architect
1.79,66.96,mechanic
1.96,54.73,salesperson
1.59,63.69,pharmacist
1.82,95.88,marketing manager
1.99,52.97,psychologist
1.64,66.68,police officer
1.85,52.31,architect
1.7,51.58,biologist
1.51,78.31,marketing manager
1.76,81.37,architect
1.53,85.66,pilot
1.6,81.43,firefighter
1.72,55.19,engineer
1.62,98.8,pharmacist
1.87,63.03,doctor
1.71,80.6,accountant
1.62,89.47,graphic designer
1.74,87.69,firefighter
1.63,60.4,mechanic
1.58,75.49,lawyer
1.84,85.1,economist
1.66,78.01,dentist
1.74,76.6,lawyer
1.71,87.66,chemist
2.0,70.89,engineer
1.98,71.23,doctor
1.79,94.66,physicist
1.68,68.55,biologist
1.91,81.04,salesperson
1.65,73.71,software developer
1.94,98.17,biologist
1.82,73.86,engineer
1.99,67.12,chemist
1.96,89.65,architect
1.95,91.24,salesperson
1.87,89.05,chemist
1.96,87.19,engineer
1.63,93.62,data analyst
1.83,56.91,salesperson
1.65,71.63,psychologist
1.62,68.14,lawyer
1.67,95.31,scientist
1.53,74.62,accountant
1.71,56.83,journalist
1.93,58.23,electrician
1.7,88.98,pilot
1.75,58.3,chemist
1.64,61.64,doctor
1.65,64.65,mechanic
1.67,74.65,pharmacist
1.5,74.19,dentist
1.73,81.39,accountant
1.89,58.28,doctor
1.67,98.16,physicist
1.74,51.15,marketing manager
1.62,61.28,electrician
1.93,78.0,teacher
1.58,50.04,electrician
1.51,84.98,electrician
1.68,92.04,doctor
1.83,67.26,physicist
1.94,67.42,plumber
1.88,99.35,chemist
1.93,69.92,firefighter
1.57,81.4,lawyer
1.85,69.81,scientist
1.78,74.89,nurse
1.89,85.81,marketing manager
1.53,58.81,data analyst
1.73,94.47,marketing manager
1.74,84.17,psychologist
1.88,94.99,chef
1.68,81.16,biologist
1.68,91.54,scientist
1.55,75.34,salesperson
1.57,77.95,data analyst
1.63,87.75,nurse
1.91,80.82,biologist
1.59,63.34,architect
1.84,54.39,architect
1.58,56.41,police officer
1.92,94.81,accountant
1.57,73.88,scientist
1.94,86.75,accountant
1.54,91.25,marketing manager
1.7,56.93,graphic designer
1.64,96.74,lawyer
1.7,72.13,software developer
1.62,96.52,architect
1.71,91.02,pharmacist
1.51,75.17,pharmacist
1.77,92.03,teacher
1.81,88.6,marketing manager
1.65,75.22,data analyst
1.82,56.03,mechanic
1.81,54.1,lawyer
1.65,64.53,biologist
1.81,68.87,doctor
1.54,84.25,musician
1.84,52.25,electrician
1.87,73.99,scientist
1.54,97.01,accountant
1.61,56.08,artist
1.86,61.01,artist
1.98,71.19,software developer
1.9,64.73,software developer
1.93,93.42,marketing manager
1.72,67.76,biologist
1.97,75.46,doctor
1.74,90.78,nurse
1.97,90.75,engineer
1.57,52.82,musician
1.52,95.41,software developer
1.97,75.29,pharmacist
1.87,53.9,journalist
1.58,81.02,graphic designer
1.85,73.76,salesperson
1.71,79.87,teacher
1.52,85.12,pharmacist
2.0,81.45,pharmacist
1.85,58.68,police officer
1.68,61.82,chemist
1.72,98.02,doctor
1.9,87.68,nurse
1.55,55.29,journalist
1.56,78.87,data analyst
1.65,62.39,teacher
1.72,55.99,marketing manager
1.57,91.27,doctor
1.91,51.92,engineer
1.83,84.97,teacher
1.53,97.7,biologist
1.54,78.06,pilot
1.64,96.67,psychologist
1.76,88.4,pilot
1.67,71.09,firefighter
1.7,82.28,economist
1.52,54.89,scientist
1.58,51.76,lawyer
1.7,81.04,salesperson
1.69,55.46,salesperson
1.71,92.94,graphic designer
1.88,96.5,teacher
1.68,51.65,pharmacist
1.82,72.8,economist
1.75,94.62,economist
1.62,80.59,police officer
1.89,79.61,data analyst
1.88,55.35,mechanic
1.7,91.68,marketing manager
1.51,90.24,salesperson
1.61,81.89,architect
1.92,66.83,pilot
1.97,80.0,pharmacist
1.65,87.6,accountant
1.64,99.42,artist
1.6,86.53,firefighter
1.66,63.87,plumber
1.78,74.11,journalist
1.86,77.97,scientist
1.83,52.41,biologist
1.55,89.15,dentist
1.84,97.74,teacher
1.7,95.13,chef
1.92,95.67,pilot
1.54,93.22,chef
1.5,54.93,accountant
1.53,90.76,architect
1.84,58.96,chemist
1.69,94.16,journalist
1.62,89.35,marketing manager
1.7,54.74,psychologist
1.51,54.1,graphic designer
1.59,68.97,psychologist
1.59,70.28,engineer
1.95,72.14,scientist
1.97,61.97,physicist
1.57,59.69,firefighter
1.93,97.21,journalist
1.88,78.33,economist
1.59,58.08,mechanic
1.84,65.29,doctor
1.68,61.78,scientist
1.63,83.53,doctor
1.74,81.6,data analyst
1.77,84.67,physicist
1.78,68.53,data analyst
1.73,62.08,pilot
1.61,87.53,nurse
1.72,57.65,nurse
1.78,67.04,pharmacist
1.89,74.54,engineer
1.99,54.69,physicist
1.86,91.53,engineer
1.99,77.11,economist
1.7,74.22,data analyst
1.57,80.58,salesperson
1.71,73.31,plumber
1.87,79.21,marketing manager
1.74,80.07,economist
1.59,77.4,mechanic
1.67,70.01,data analyst
1.82,60.05,graphic designer
1.94,97.82,nurse
1.97,67.0,lawyer
1.93,74.82,chef
1.83,83.26,architect
1.75,97.81,economist
1.87,70.93,scientist
1.91,81.3,data analyst
1.55,69.7,electrician
1.86,77.57,economist
1.79,52.93,marketing manager
1.55,89.73,accountant
1.82,71.26,data analyst
1.81,64.61,scientist
1.66,63.72,salesperson
1.56,54.03,engineer
1.72,97.65,salesperson
2.0,89.02,firefighter
1.59,50.02,pilot
1.99,80.48,teacher
1.9,58.52,salesperson
1.75,81.39,chef
1.9,59.32,graphic designer
1.87,67.32,data analyst
1.67,54.24,police officer
2.0,74.07,mechanic
1.81,73.29,plumber
1.51,91.11,chemist
1.99,70.31,engineer
1.51,73.05,mechanic
1.95,74.32,pharmacist
1.71,54.66,electrician
1.68,88.01,psychologist
1.95,67.2,musician
1.72,67.23,engineer
2.0,65.59,accountant
1.91,73.24,dentist
1.57,67.72,marketing manager
1.76,77.5,architect
1.88,98.3,chemist
1.74,97.99,mechanic
1.77,62.99,pharmacist
1.82,88.24,lawyer
1.5,92.82,chemist
1.53,77.13,police officer
1.69,84.61,graphic designer
1.94,76.27,marketing manager
1.72,94.91,pilot
1.77,94.87,physicist
1.84,52.56,teacher
1.5,92.48,police officer
1.97,64.72,lawyer
1.59,82.74,lawyer
1.72,74.06,mechanic
1.52,61.14,musician
1.55,80.49,journalist
1.69,80.13,firefighter
1.98,80.79,accountant
1.97,90.23,plumber
1.62,56.68,psychologist
1.94,80.3,nurse
1.6,97.61,musician
1.65,80.57,dentist
1.88,54.81,salesperson
1.68,66.72,psychologist
1.61,76.22,architect
1.98,76.05,artist
1.97,75.71,economist
1.6,87.94,pharmacist
1.94,71.89,pharmacist
1.58,77.63,salesperson
1.98,54.36,firefighter
1.69,95.46,biologist
1.68,85.14,teacher
1.79,57.92,doctor
1.56,63.44,architect
1.99,85.18,pilot
1.52,93.15,chemist
1.98,57.02,mechanic
1.92,75.23,police officer
1.9,63.6,doctor
1.93,58.7,graphic designer
1.6,99.39,journalist
1.5,70.08,physicist
1.79,90.25,pilot
1.53,69.34,lawyer
1.67,82.27,architect
1.54,67.37,marketing manager
1.72,78.28,artist
1.73,60.47,police officer
1.77,95.02,architect
1.81,51.29,nurse
1.77,63.18,nurse
1.93,83.85,architect
1.62,87.79,firefighter
1.69,58.24,data analyst
1.97,73.69,dentist
1.74,79.18,doctor
1.66,89.52,software developer
1.65,97.46,firefighter
1.66,87.19,graphic designer
1.56,50.94,accountant
1.85,74.38,plumber
1.55,94.06,graphic designer
1.94,86.58,teacher
1.73,94.17,salesperson
1.64,94.35,scientist
1.67,75.96,physicist
1.72,53.42,chef
1.95,73.62,graphic designer
1.97,65.47,engineer
1.55,68.12,lawyer
1.77,80.35,artist
1.87,53.92,software developer
1.57,53.8,electrician
1.68,54.82,economist
1.63,60.91,mechanic
1.76,50.76,psychologist
1.92,98.86,nurse
1.55,55.01,dentist
1.76,57.3,salesperson
1.91,77.34,accountant
1.63,73.9,mechanic
1.72,72.14,software developer
1.58,85.19,doctor
1.53,72.91,firefighter
1.52,99.96,marketing manager
1.82,96.39,firefighter
1.6,84.74,pharmacist
1.71,69.91,accountant
1.73,83.88,chemist
1.69,56.26,chef
1.54,84.38,psychologist
1.53,54.51,teacher
1.68,63.37,musician
1.89,94.04,chef
1.72,69.98,musician
1.88,63.77,electrician
1.61,85.24,engineer
1.55,69.98,musician
1.74,92.55,plumber
1.63,96.03,marketing manager
1.93,94.66,software developer
1.55,63.41,pharmacist
1.88,72.92,psychologist
1.59,65.23,electrician
1.7,94.16,engineer
1.72,78.88,salesperson
1.68,65.06,musician
1.94,65.07,biologist
1.78,64.41,data analyst
1.85,75.38,software developer
1.65,79.59,physicist
1.54,72.45,data analyst
1.71,67.2,electrician
1.79,57.27,firefighter
1.85,94.53,nurse
1.99,60.54,accountant
1.8,98.02,economist
1.57,96.79,physicist
1.61,85.85,electrician
1.8,94.97,nurse
1.93,52.48,graphic designer
1.84,97.16,software developer
1.55,65.92,teacher
1.84,61.91,chemist
1.92,64.81,salesperson
1.58,94.62,doctor
1.65,56.0,teacher
1.64,97.84,teacher
1.81,93.4,musician
1.76,80.37,accountant
1.82,82.44,chef
1.8,89.67,psychologist
1.88,67.7,lawyer
1.86,64.16,mechanic
1.73,73.45,accountant
1.81,86.23,engineer
1.95,55.91,accountant
1.94,83.92,scientist
1.53,93.74,musician
1.56,51.21,software developer
1.96,67.0,lawyer
1.8,89.25,graphic designer
1.6,98.15,electrician
1.92,71.22,lawyer
1.7,63.82,graphic designer
1.68,85.04,dentist
1.78,53.71,teacher
1.79,91.02,accountant
1.73,91.33,scientist
1.96,89.75,salesperson
1.92,64.48,artist
1.99,90.25,police officer
1.86,91.56,marketing manager
1.81,77.97,marketing manager
1.85,62.38,graphic designer
1.55,70.84,mechanic
1.75,79.79,architect
1.73,92.09,artist
1.58,83.51,plumber
1.83,53.31,pilot
1.62,96.37,journalist
1.67,65.06,electrician
1.92,71.47,architect
1.72,82.92,mechanic
1.51,75.99,marketing manager
1.76,61.25,doctor
1.5,58.07,plumber
1.61,93.41,police officer
1.51,79.44,dentist
1.85,98.8,software developer
1.64,76.71,chef
1.73,56.57,graphic designer
1.97,62.91,chef
1.71,76.36,economist
1.58,64.49,doctor
1.94,88.02,lawyer
1.84,52.07,biologist
1.53,71.02,pilot
1.76,65.81,marketing manager
1.59,94.19,journalist
1.78,97.46,chef
1.59,55.28,musician
1.63,62.25,nurse
1.8,93.08,teacher
1.71,93.21,biologist
1.87,93.94,plumber
1.94,65.7,engineer
1.96,71.71,police officer
1.62,86.15,firefighter
1.74,75.85,engineer
1.52,72.59,teacher
1.7,58.19,psychologist
1.59,82.11,pharmacist
1.56,84.28,electrician
1.9,96.09,software developer
1.62,77.34,teacher
1.6,79.11,engineer
1.78,54.45,data analyst
1.84,80.23,lawyer
1.81,50.31,salesperson
1.89,80.23,doctor
1.66,53.84,chemist
1.57,99.96,doctor
1.84,88.45,pharmacist
1.55,84.62,dentist
1.6,91.76,economist
1.94,82.31,teacher
1.88,98.09,engineer
1.66,60.2,chemist
1.57,83.6,chemist
1.98,69.11,biologist
1.51,72.6,lawyer
1.94,88.47,artist
1.82,62.78,psychologist
1.82,92.33,salesperson
1.97,60.87,marketing manager
1.85,59.54,artist
1.92,70.44,marketing manager
1.84,72.67,teacher
1.56,55.11,psychologist
1.96,99.42,musician
1.7,54.99,chemist
1.76,68.96,nurse
1.79,70.55,psychologist
1.98,88.0,mechanic
1.58,98.95,economist
1.86,99.37,firefighter
1.68,70.94,biologist
1.91,91.98,police officer
1.75,55.96,pharmacist
1.97,58.23,artist
1.64,82.07,journalist
1.81,50.69,marketing manager
1.87,98.55,architect
2.0,68.2,electrician
1.83,54.09,dentist
1.84,81.59,doctor
1.83,71.17,electrician
1.89,94.75,chemist
1.91,65.11,pharmacist
1.66,63.57,economist
1.53,58.95,accountant
1.98,99.35,graphic designer
1.85,63.47,chef
1.69,51.97,pharmacist
1.5,77.73,artist
1.83,97.23,software developer
1.81,84.37,nurse
1.81,64.13,software developer
1.74,60.35,physicist
1.69,87.22,accountant
1.94,55.59,chef
1.93,66.36,pilot
1.54,96.86,electrician
1.77,93.88,teacher
1.67,79.71,mechanic
1.74,98.67,police officer
1.81,68.25,artist
1.68,87.33,mechanic
1.83,77.41,chef
1.66,84.34,police officer
1.72,79.47,salesperson
1.69,52.19,engineer
1.68,69.99,police officer
1.74,54.81,chemist
1.85,65.93,salesperson
1.79,74.13,accountant
1.83,74.56,electrician
1.56,52.68,mechanic
1.84,76.85,software developer
1.57,86.73,marketing manager
1.95,75.34,psychologist
1.71,55.3,firefighter
1.66,97.36,biologist
1.57,58.15,musician
1.66,84.58,marketing manager
1.56,58.56,graphic designer
1.7,70.11,plumber
1.6,52.67,architect
1.6,50.59,musician
1.93,59.48,dentist
1.92,71.05,dentist
1.68,51.96,graphic designer
1.72,50.71,plumber
1.92,99.23,police officer
1.62,92.78,journalist
1.56,61.8,chemist
1.91,82.61,software developer
1.6,78.06,police officer
1.91,59.49,plumber
1.97,66.78,teacher
