Height_m,Weight_kg,Job
1.52,87.33,journalist
1.8,87.81,nurse
1.83,79.96,pilot
1.95,92.95,graphic designer
1.84,75.07,data analyst
1.95,97.13,doctor
1.85,98.05,pharmacist
1.94,78.12,firefighter
1.88,90.04,police officer
1.55,58.66,biologist
1.66,75.12,software developer
1.59,52.42,data analyst
1.73,96.9,artist
1.99,56.89,musician
1.53,78.65,accountant
1.51,73.13,pharmacist
1.78,58.99,firefighter
1.67,52.77,chef
1.82,87.91,engineer
1.75,67.91,journalist
1.96,88.09,engineer
1.75,79.25,biologist
1.52,84.73,artist
1.98,84.64,accountant
1.56,70.37,accountant
1.79,55.1,scientist
1.67,93.43,scientist
1.54,76.83,plumber
1.78,56.96,electrician
1.6,70.88,musician
1.96,88.04,nurse
1.74,75.67,physicist
1.78,57.95,teacher
1.8,63.09,pilot
1.92,92.96,architect
1.88,81.67,firefighter
1.98,86.73,mechanic
1.9,55.87,dentist
1.8,95.65,scientist
1.63,87.91,dentist
1.54,83.92,salesperson
1.62,75.48,teacher
1.79,90.23,physicist
1.82,55.22,psychologist
1.8,80.95,electrician
1.61,95.49,artist
1.59,93.32,salesperson
1.62,52.29,psychologist
1.55,82.72,software developer
1.5,62.21,pilot
1.54,55.62,economist
1.67,93.97,doctor
1.5,55.92,musician
1.71,73.49,accountant
1.78,94.67,pilot
1.83,65.74,chef
1.53,94.01,journalist
1.88,64.73,plumber
1.65,74.94,scientist
1.94,51.06,teacher
1.54,90.16,pilot
1.95,71.67,police officer
1.78,61.56,musician
1.73,95.54,firefighter
1.8,96.23,architect
1.65,90.03,firefighter
1.53,54.17,police officer
1.69,50.24,doctor
1.66,51.13,pharmacist
1.63,61.91,data analyst
1.61,97.54,dentist
1.85,87.42,economist
1.55,65.81,journalist
1.75,63.27,economist
1.98,56.52,chemist
1.85,70.84,engineer
1.89,61.4,electrician
1.66,72.69,journalist
1.57,88.77,doctor
1.56,71.41,mechanic
1.67,94.9,graphic designer
1.82,61.99,mechanic
1.6,75.47,data analyst
1.89,57.67,accountant
1.75,87.65,pilot
1.66,69.32,data analyst
1.69,59.06,chef
1.7,50.01,salesperson
1.97,79.14,musician
1.87,96.82,doctor
1.79,81.79,physicist
1.73,50.23,accountant
1.76,79.18,nurse
1.8,70.19,scientist
1.94,74.93,marketing manager
1.92,91.41,pharmacist
1.86,84.33,physicist
1.7,93.48,economist
1.99,91.66,pharmacist
1.69,88.65,salesperson
1.64,94.86,journalist
1.75,84.38,accountant
1.85,56.83,dentist
1.7,57.15,doctor
1.52,97.78,police officer
1.8,56.92,police officer
1.79,66.14,physicist
1.94,75.95,salesperson
1.63,82.08,teacher
1.73,66.6,dentist
1.86,67.65,teacher
1.73,59.83,police officer
1.85,84.61,electrician
1.55,70.91,artist
1.68,66.77,police officer
1.61,91.12,musician
1.54,81.54,plumber
1.55,83.18,nurse
1.93,61.55,musician
1.59,64.7,musician
1.74,69.15,doctor
1.6,99.25,plumber
1.53,85.23,electrician
1.86,92.26,architect
1.78,58.05,accountant
1.75,76.6,data analyst
1.93,94.55,software developer
1.83,77.57,architect
1.83,88.75,chef
1.91,93.89,physicist
1.69,87.91,marketing manager
1.74,66.29,musician
1.77,92.4,firefighter
1.8,85.36,chemist
1.96,69.64,teacher
1.93,51.75,electrician
1.88,65.98,salesperson
1.87,55.2,engineer
1.77,55.86,economist
1.85,50.1,chef
2.0,61.23,nurse
1.97,61.47,electrician
1.77,73.09,doctor
1.58,81.52,journalist
1.54,92.31,police officer
1.68,96.22,architect
1.62,79.25,pharmacist
1.54,79.57,architect
1.78,63.19,biologist
1.97,73.3,chef
1.77,63.32,dentist
1.57,99.1,electrician
1.56,81.99,scientist
1.7,99.8,salesperson
1.81,68.85,data analyst
1.64,95.05,artist
1.99,82.26,pilot
1.82,68.63,artist
1.74,64.05,engineer
1.51,59.3,teacher
1.87,56.8,accountant
1.56,92.55,accountant
1.86,74.67,software developer
1.89,64.59,journalist
1.87,76.97,marketing manager
1.71,88.62,plumber
1.76,52.89,salesperson
1.52,53.71,nurse
1.68,70.79,plumber
1.67,94.1,biologist
1.71,83.53,chef
1.57,84.52,psychologist
1.73,97.13,lawyer
1.9,81.33,teacher
1.96,60.68,architect
1.61,88.93,biologist
1.99,66.41,lawyer
1.89,67.77,journalist
1.84,64.96,marketing manager
1.53,79.35,salesperson
1.63,97.72,marketing manager
1.93,89.05,pharmacist
1.9,52.12,nurse
1.9,91.44,chemist
1.99,52.9,plumber
1.96,69.8,firefighter
1.72,92.7,graphic designer
1.85,58.61,pilot
1.95,61.71,architect
1.99,93.48,architect
1.99,60.41,psychologist
1.53,72.89,pilot
1.76,74.61,pharmacist
1.8,57.11,mechanic
1.91,98.0,dentist
1.54,98.24,psychologist
1.92,58.8,chef
1.81,80.48,economist
1.86,58.51,pilot
1.91,75.3,marketing manager
1.76,86.39,engineer
1.66,83.71,pharmacist
1.87,90.9,mechanic
1.73,82.73,mechanic
1.86,63.21,economist
1.91,97.35,doctor
1.64,84.67,economist
1.57,61.11,data analyst
1.66,83.85,dentist
1.8,56.8,accountant
1.85,98.99,plumber
1.66,83.58,salesperson
1.74,92.35,data analyst
1.77,60.48,chemist
1.56,96.31,journalist
1.6,83.87,software developer
1.62,95.69,dentist
1.94,82.97,pilot
1.8,97.96,accountant
1.87,66.36,biologist
1.84,89.55,plumber
1.78,99.69,police officer
1.68,97.18,chef
1.57,60.51,physicist
1.68,86.86,biologist
1.84,79.38,engineer
1.57,52.08,salesperson
1.82,90.42,scientist
1.55,95.0,chef
1.57,71.42,architect
1.64,73.88,pilot
1.62,63.9,pharmacist
1.82,86.57,dentist
1.53,85.47,graphic designer
1.81,94.24,marketing manager
1.92,66.33,teacher
1.89,77.93,journalist
1.87,65.29,engineer
1.67,60.58,plumber
1.51,65.66,dentist
1.9,67.16,dentist
1.59,83.81,lawyer
2.0,74.74,plumber
1.58,59.94,pilot
1.68,74.5,pilot
1.73,82.94,lawyer
1.75,62.5,marketing manager
1.88,58.14,musician
1.94,83.54,accountant
1.5,98.85,artist
1.74,98.87,chef
1.65,67.16,lawyer
1.86,86.17,data analyst
1.91,51.07,teacher
1.86,54.82,salesperson
1.62,56.61,plumber
1.89,59.4,physicist
1.83,89.34,marketing manager
1.74,82.18,mechanic
1.76,76.69,doctor
2.0,58.54,chemist
1.54,66.59,data analyst
1.59,82.81,nurse
1.66,57.63,firefighter
1.97,76.47,engineer
1.56,75.94,journalist
1.57,78.26,software developer
1.81,96.71,psychologist
1.76,50.45,salesperson
1.54,57.92,artist
1.59,88.08,pharmacist
1.89,84.68,chef
1.89,52.52,accountant
1.57,96.39,data analyst
1.66,98.73,chef
1.99,70.24,nurse
1.99,74.58,marketing manager
1.57,89.73,nurse
1.84,76.27,accountant
1.82,81.54,musician
1.9,82.15,economist
1.58,59.15,chef
1.87,93.54,salesperson
1.85,58.78,software developer
1.96,85.92,artist
1.69,69.82,biologist
1.6,83.41,electrician
1.81,99.01,plumber
1.63,82.56,pilot
1.65,90.08,musician
1.96,89.83,lawyer
1.72,98.56,teacher
1.79,79.52,scientist
1.8,73.24,nurse
1.79,71.36,journalist
1.86,72.62,pharmacist
1.89,65.48,teacher
1.58,71.13,chef
1.99,80.04,doctor
1.68,87.39,chef
1.82,59.29,chemist
1.9,94.9,doctor
1.54,56.3,software developer
1.61,60.25,journalist
1.51,62.02,dentist
1.91,86.59,accountant
1.94,77.87,teacher
1.98,67.91,scientist
1.56,81.36,chef
1.88,70.12,engineer
1.68,60.27,electrician
1.65,73.63,economist
1.57,92.98,salesperson
1.74,76.33,mechanic
1.75,82.14,engineer
1.64,55.5,electrician
1.85,68.24,accountant
1.98,91.85,scientist
1.95,63.1,physicist
1.78,68.73,artist
1.72,76.6,mechanic
1.58,73.59,biologist
1.68,65.58,graphic designer
1.95,54.45,software developer
1.95,76.83,architect
1.69,77.84,physicist
1.64,85.87,scientist
1.83,83.33,nurse
1.62,77.83,salesperson
1.62,68.92,graphic designer
1.65,79.56,journalist
1.88,62.23,pilot
1.6,68.7,salesperson
1.86,80.59,scientist
1.81,50.67,nurse
1.81,90.07,marketing manager
1.79,69.19,biologist
1.54,69.0,mechanic
1.71,56.04,marketing manager
1.71,91.45,engineer
1.94,56.05,marketing manager
1.86,97.25,artist
1.82,57.52,dentist
1.96,88.2,scientist
1.58,69.27,salesperson
1.79,89.99,software developer
1.93,52.3,marketing manager
1.8,51.82,graphic designer
1.83,96.68,plumber
1.99,90.06,artist
1.72,67.12,psychologist
1.51,51.96,psychologist
1.95,79.16,artist
1.85,99.27,electrician
1.75,72.34,nurse
1.78,88.87,scientist
1.78,76.51,economist
1.64,60.26,plumber
1.85,85.58,nurse
1.83,66.51,teacher
1.57,75.41,pharmacist
1.53,75.41,journalist
1.67,66.3,engineer
1.77,80.86,software developer
1.89,69.31,engineer
1.67,83.67,plumber
1.55,93.8,lawyer
1.86,97.64,doctor
1.82,68.06,firefighter
1.68,64.11,software developer
1.77,99.96,scientist
1.86,51.84,firefighter
1.75,50.19,musician
1.93,72.41,architect
1.94,70.2,lawyer
1.53,96.85,accountant
1.92,79.35,engineer
1.65,63.43,scientist
1.73,84.7,salesperson
1.51,76.5,police officer
1.51,99.03,engineer
1.79,61.08,mechanic
1.96,65.27,nurse
1.88,78.96,architect
1.52,78.78,psychologist
1.98,96.66,accountant
1.79,77.12,lawyer
1.85,73.65,engineer
1.82,56.73,software developer
1.83,59.92,salesperson
1.67,70.05,chemist
1.75,57.05,journalist
1.97,51.34,teacher
1.84,89.67,doctor
1.96,85.15,physicist
1.94,78.82,electrician
1.71,50.17,scientist
1.57,97.67,engineer
1.71,73.33,pharmacist
2.0,83.54,marketing manager
1.87,58.65,physicist
1.86,77.31,nurse
1.99,88.67,pharmacist
1.63,92.91,pharmacist
1.69,81.21,physicist
1.85,84.32,economist
1.88,80.82,mechanic
1.75,66.92,doctor
1.92,88.98,salesperson
1.71,60.74,salesperson
1.67,93.62,journalist
1.73,68.15,scientist
1.83,87.92,nurse
1.53,64.66,economist
1.71,87.35,pharmacist
1.8,88.15,pilot
2.0,66.99,chef
1.66,77.18,chef
1.65,87.01,economist
1.56,92.7,mechanic
1.87,75.97,engineer
1.71,60.5,accountant
1.98,87.86,doctor
1.7,62.87,physicist
1.56,82.54,teacher
1.8,77.22,police officer
1.93,81.0,graphic designer
1.83,51.67,pilot
1.87,95.98,pharmacist
1.58,53.98,graphic designer
1.9,50.24,architect
1.7,56.1,software developer
2.0,56.96,dentist
1.54,86.36,graphic designer
1.85,74.03,engineer
1.93,66.9,pharmacist
1.71,64.63,psychologist
1.8,81.81,pilot
1.85,94.08,police officer
1.61,73.27,accountant
1.97,61.85,lawyer
1.69,55.48,physicist
1.53,90.03,chef
1.86,55.04,pilot
1.64,89.67,physicist
1.58,76.42,dentist
1.74,90.35,chef
1.53,52.96,engineer
1.71,56.02,scientist
1.89,60.54,data analyst
1.76,82.05,architect
1.56,63.88,graphic designer
1.81,84.71,physicist
1.53,68.4,physicist
1.73,59.42,dentist
1.93,59.9,chemist
1.68,70.4,nurse
1.87,93.99,chef
1.75,71.98,teacher
1.9,76.07,plumber
1.85,71.98,economist
1.68,94.66,biologist
1.6,90.99,scientist
1.83,61.87,police officer
1.85,88.02,salesperson
1.96,94.13,electrician
1.96,77.22,scientist
1.96,67.46,marketing manager
1.97,59.15,architect
1.96,55.78,salesperson
1.81,53.22,data analyst
1.58,69.41,graphic designer
1.79,87.77,teacher
1.77,65.0,scientist
1.81,88.58,data analyst
1.82,52.45,dentist
1.62,51.68,nurse
1.88,51.48,doctor
1.89,72.73,graphic designer
1.93,90.97,pharmacist
1.86,82.77,biologist
1.66,93.13,engineer
1.7,83.22,dentist
1.71,72.39,pharmacist
1.73,62.18,police officer
1.98,92.56,doctor
1.67,72.1,chef
1.66,84.26,lawyer
1.71,71.63,lawyer
1.87,56.99,scientist
1.86,55.85,pharmacist
1.92,57.53,marketing manager
1.71,51.84,pharmacist
1.88,59.84,physicist
1.65,59.29,chemist
1.83,92.34,pilot
1.55,50.21,data analyst
1.71,62.95,doctor
1.87,57.79,accountant
1.79,64.38,biologist
1.76,91.13,data analyst
1.78,81.94,doctor
1.74,55.94,data analyst
1.71,86.69,nurse
1.7,96.13,software developer
1.53,96.31,data analyst
1.54,69.19,plumber
1.7,99.69,teacher
1.71,65.72,chemist
1.79,56.29,psychologist
1.84,99.87,scientist
1.61,60.59,chef
1.72,65.56,pharmacist
1.97,55.45,police officer
1.67,65.66,pharmacist
1.96,50.09,doctor
1.94,52.63,salesperson
1.59,70.63,scientist
1.76,90.96,graphic designer
1.73,87.77,mechanic
1.66,89.76,graphic designer
1.96,94.94,police officer
1.64,63.27,dentist
1.57,74.11,software developer
1.76,96.3,teacher
1.66,69.25,firefighter
1.71,50.65,marketing manager
1.85,57.9,mechanic
1.88,82.99,musician
1.81,75.2,teacher
1.66,67.98,teacher
1.64,66.78,chemist
1.77,77.93,salesperson
1.51,94.23,plumber
1.52,50.79,architect
1.87,78.65,mechanic
1.98,92.85,journalist
1.81,74.99,police officer
1.86,79.4,mechanic
1.83,78.34,teacher
1.74,64.73,musician
1.65,80.18,psychologist
1.62,63.23,chef
1.66,77.98,journalist
1.57,73.97,police officer
1.82,61.67,nurse
1.55,65.0,dentist
1.71,50.06,psychologist
1.96,87.56,teacher
1.97,65.23,biologist
1.8,87.14,dentist
1.93,56.3,graphic designer
1.63,76.33,police officer
1.64,52.19,chef
1.83,68.66,plumber
1.84,97.22,engineer
1.81,86.08,dentist
1.88,60.82,economist
1.77,50.74,physicist
1.91,59.01,doctor
1.55,93.83,mechanic
1.66,74.84,electrician
1.62,64.95,engineer
1.86,90.43,scientist
1.61,50.05,architect
1.6,72.41,software developer
1.79,70.15,teacher
1.71,74.9,software developer
1.8,52.34,scientist
1.65,82.3,electrician
1.51,79.29,architect
1.75,88.13,journalist
1.94,91.51,teacher
1.65,66.11,nurse
1.75,79.44,pilot
1.53,72.3,police officer
1.65,92.96,scientist
1.72,61.59,dentist
1.56,77.5,psychologist
1.71,80.41,nurse
1.96,83.77,graphic designer
1.8,76.78,marketing manager
1.84,62.08,biologist
1.64,75.56,police officer
1.89,86.56,teacher
1.55,62.21,salesperson
1.95,75.88,accountant
1.67,56.85,salesperson
1.72,79.36,graphic designer
1.64,54.76,pilot
1.78,52.18,police officer
1.81,56.49,chef
1.84,72.32,firefighter
1.9,98.44,scientist
1.75,76.72,scientist
1.88,94.43,accountant
1.88,57.07,artist
1.99,88.22,doctor
1.98,54.43,data analyst
1.99,79.06,dentist
1.51,77.88,salesperson
1.52,81.23,physicist
1.74,54.05,graphic designer
1.98,56.94,engineer
1.77,93.63,doctor
1.61,50.59,mechanic
1.99,54.35,chemist
1.9,81.67,teacher
1.64,67.63,economist
1.64,89.07,police officer
2.0,72.38,engineer
1.89,88.58,architect
2.0,57.97,graphic designer
1.71,88.1,graphic designer
1.91,65.69,doctor
1.67,88.14,biologist
1.98,82.57,physicist
1.95,93.14,chemist
1.8,75.62,physicist
1.59,50.75,police officer
1.73,77.25,architect
1.63,92.21,plumber
1.7,50.28,dentist
1.67,98.64,doctor
1.72,83.06,engineer
1.87,90.22,psychologist
1.84,80.55,electrician
1.77,70.53,teacher
1.97,96.14,firefighter
1.69,73.54,pilot
1.98,89.32,data analyst
1.58,57.69,data analyst
1.7,82.96,graphic designer
1.7,73.65,salesperson
1.9,63.46,economist
1.7,56.95,psychologist
1.9,96.15,pilot
1.75,74.46,economist
1.94,89.96,artist
1.92,79.93,pilot
1.84,77.09,physicist
1.76,94.24,engineer
1.78,64.08,physicist
1.72,67.96,pilot
1.91,54.02,chemist
1.61,60.78,accountant
1.56,85.1,lawyer
1.62,62.05,data analyst
1.68,62.11,police officer
1.58,55.78,biologist
1.6,80.29,journalist
1.78,71.77,journalist
1.96,90.68,graphic designer
1.86,93.8,economist
1.57,79.39,pharmacist
1.91,71.54,mechanic
1.87,50.71,firefighter
1.63,77.08,journalist
1.52,61.67,nurse
1.61,97.78,plumber
1.92,98.58,doctor
1.73,97.0,lawyer
1.53,92.9,musician
1.86,71.75,data analyst
1.82,94.87,engineer
1.81,69.16,mechanic
1.86,98.74,police officer
1.76,55.13,chef
1.55,80.72,psychologist
1.96,69.5,economist
1.6,54.55,psychologist
1.58,81.35,biologist
1.57,96.68,police officer
1.81,56.5,mechanic
1.87,62.19,physicist
1.58,63.29,marketing manager
1.78,81.13,chemist
1.96,87.49,lawyer
1.73,97.43,chef
1.65,63.94,dentist
1.89,82.49,mechanic
1.59,50.05,plumber
1.84,67.22,salesperson
1.67,71.65,psychologist
1.78,56.45,software developer
1.63,97.58,accountant
1.7,64.99,chef
1.63,84.38,mechanic
1.59,50.44,nurse
1.95,97.84,software developer
1.51,64.52,accountant
1.95,50.03,architect
1.92,82.37,physicist
1.72,76.83,pilot
1.51,90.12,musician
1.61,81.28,psychologist
1.8,58.58,police officer
1.91,56.48,scientist
1.64,55.2,pilot
1.99,57.72,marketing manager
1.66,82.97,pharmacist
1.64,71.47,artist
1.67,65.45,firefighter
1.61,84.86,physicist
1.55,87.2,marketing manager
1.74,62.76,mechanic
1.62,50.23,chemist
1.58,72.98,psychologist
1.83,78.51,nurse
1.62,71.15,salesperson
1.58,76.58,pilot
1.67,52.96,plumber
1.64,89.36,dentist
1.71,62.45,graphic designer
1.59,50.76,dentist
1.67,67.88,nurse
1.87,66.36,accountant
1.93,54.82,artist
1.55,75.73,engineer
1.7,55.04,marketing manager
1.54,54.41,police officer
1.63,89.33,scientist
1.58,61.84,economist
1.87,63.85,engineer
1.88,59.27,scientist
1.87,57.26,pilot
1.9,60.88,musician
1.6,63.85,graphic designer
1.74,53.64,mechanic
1.64,83.74,scientist
1.76,77.14,firefighter
1.75,70.88,dentist
1.65,71.12,firefighter
1.71,97.81,accountant
1.56,53.22,musician
1.96,84.48,teacher
1.61,51.25,salesperson
1.96,62.57,economist
1.87,58.81,nurse
1.78,78.96,salesperson
1.7,74.94,mechanic
1.77,97.04,salesperson
2.0,66.82,engineer
1.73,60.69,artist
1.68,95.31,teacher
1.99,96.89,engineer
1.85,88.75,software developer
1.81,53.85,chef
1.6,51.51,mechanic
1.81,91.09,doctor
1.77,86.36,graphic designer
1.74,68.95,pilot
1.93,90.62,teacher
1.72,68.58,biologist
1.85,85.89,chef
1.6,80.7,data analyst
1.54,92.87,accountant
1.61,50.1,electrician
1.84,86.01,physicist
1.91,68.17,software developer
1.87,79.67,accountant
1.88,89.53,pilot
1.62,75.62,nurse
1.87,99.41,physicist
1.84,85.37,chef
1.83,67.61,journalist
1.8,77.25,pharmacist
1.98,88.1,marketing manager
1.85,98.52,architect
1.73,51.35,data analyst
1.99,57.4,nurse
1.86,74.76,architect
1.69,87.39,artist
1.62,61.7,chemist
1.93,55.4,architect
1.71,68.81,teacher
1.69,97.6,economist
1.79,88.51,salesperson
1.84,89.11,software developer
1.97,98.21,mechanic
1.54,96.8,marketing manager
1.73,71.34,dentist
1.7,62.99,biologist
1.69,78.21,teacher
1.84,72.91,teacher
1.83,93.67,doctor
2.0,57.16,artist
1.88,75.53,marketing manager
1.8,70.47,dentist
1.95,53.97,economist
1.66,61.84,artist
1.7,55.58,artist
1.72,87.4,journalist
1.92,84.47,mechanic
1.65,73.83,firefighter
1.77,54.07,lawyer
1.93,79.79,police officer
1.75,89.61,data analyst
1.56,70.1,plumber
1.55,76.72,pharmacist
1.8,97.42,firefighter
1.81,88.07,teacher
1.69,67.35,journalist
1.63,92.76,marketing manager
1.75,87.41,biologist
1.55,56.59,data analyst
1.6,75.65,salesperson
1.64,52.54,firefighter
1.71,89.06,journalist
1.8,74.85,engineer
1.66,55.43,salesperson
1.89,91.77,biologist
1.68,97.1,chemist
1.66,65.88,pharmacist
1.79,79.1,pharmacist
1.76,85.21,teacher
1.56,97.48,teacher
1.97,58.48,plumber
1.68,95.6,data analyst
1.79,84.16,economist
1.9,86.63,marketing manager
1.58,81.79,marketing manager
1.95,67.69,architect
1.74,71.98,musician
1.76,52.42,journalist
1.95,83.27,scientist
1.62,63.39,musician
1.97,75.18,musician
1.77,75.25,teacher
1.92,68.67,software developer
1.73,65.18,physicist
1.91,56.33,biologist
1.59,71.6,pilot
1.84,51.92,architect
1.58,83.24,mechanic
1.64,91.12,journalist
1.53,64.69,marketing manager
1.56,69.0,journalist
1.85,72.06,chemist
1.7,52.17,nurse
1.67,60.56,salesperson
1.71,79.92,plumber
1.51,60.72,teacher
1.96,85.35,marketing manager
1.62,63.81,nurse
1.73,70.51,police officer
1.63,85.82,graphic designer
1.55,73.21,engineer
1.72,73.48,firefighter
1.53,60.31,software developer
1.93,57.26,pilot
1.81,59.48,lawyer
1.66,91.98,salesperson
1.56,67.77,physicist
1.96,58.15,chef
1.71,57.19,salesperson
1.88,66.02,architect
1.81,62.29,nurse
1.62,88.91,salesperson
